,t,Vdbz
0,24.066875,135.8141457465536
1,24.0675,135.76195266760595
2,24.068125,135.66949575164494
3,24.06875,135.5412830948486
4,24.069375,135.53111821406526
5,24.07,135.47719104753375
6,24.070625,135.41556792338295
7,24.07125,135.39050040342102
8,24.071875,135.32081720762778
9,24.0725,135.31932849571427
10,24.073125,135.38311381428798
11,24.07375,135.20090655931622
12,24.074375,135.06246489363426
13,24.075,134.95134325475252
14,24.075625,134.8560731693833
15,24.07625,134.92022215503852
16,24.076875,134.88742454663722
17,24.0775,134.68639361718013
18,24.078125,134.56545195790034
19,24.07875,134.45925617884978
20,24.079375,134.32507651792073
21,24.08,134.0365386079428
22,24.080625,133.9533032529535
23,24.08125,133.8428321873357
24,24.081875,133.59945388554837
25,24.0825,133.35466105066536
26,24.083125,133.1964231611141
27,24.08375,133.07967814748136
28,24.084375,132.8274989038425
29,24.085,132.6572408020046
30,24.085625,132.51036457943275
31,24.08625,132.3630546675704
32,24.086875,132.23871250080245
33,24.0875,132.08019864824462
34,24.088125,131.90330829580458
35,24.08875,131.84353514791735
36,24.089375,131.7384941628964
37,24.09,131.62305783932578
38,24.090625,131.52221788241678
39,24.09125,131.38279450944918
40,24.091875,131.29568769007972
41,24.0925,131.23871526627562
42,24.093125,130.92344736633885
43,24.09375,130.7008162650232
44,24.094375,130.52678554779686
45,24.095,130.3755413785355
46,24.095625,130.1436195452048
47,24.09625,129.94412361407907
48,24.096875,129.8019801012661
49,24.0975,129.69738065440805
50,24.098125,129.46973940129138
51,24.09875,129.18483329756162
52,24.099375,128.9586573118436
53,24.1,128.93384932743055
54,24.100625,128.86838923565634
55,24.10125,128.67539667849732
56,24.101875,128.77401065801473
57,24.1025,128.78033456775026
58,24.103125,128.73597020463606
59,24.10375,128.73597020463606
60,24.104375,128.76134900906987
61,24.105,128.70414206481496
62,24.105625,128.49436674663133
63,24.10625,128.46819455466186
64,24.106875,128.42549582420693
65,24.1075,128.39581172212723
66,24.108125,128.50742332877883
67,24.10875,128.5204603137975
68,24.109375,128.47801837056832
69,24.11,128.39911496979516
70,24.110625,128.56269588057577
71,24.11125,128.54647572714495
72,24.111875,128.37596581180708
73,24.1125,128.3427881945465
74,24.113125,128.4747449996466
75,24.11375,128.58535332866336
76,24.114375,128.4845614139196
77,24.115,128.32282062336657
78,24.115625,128.19190038793633
79,24.11625,128.11034213952752
80,24.116875,128.1817473889567
81,24.1175,128.08640934443463
82,24.118125,127.93444557007547
83,24.11875,127.85042179863865
84,24.119375,127.98308667916433
85,24.12,128.01075978783894
86,24.120625,127.87852013171674
87,24.12125,127.98308667916433
88,24.121875,127.85042179863865
89,24.1225,127.68706828275013
90,24.123125,127.91700752037562
91,24.12375,127.7726793870358
92,24.124375,127.61146006133774
93,24.125,127.54976766752266
94,24.125625,127.61146006133774
95,24.12625,127.53883514293518
96,24.126875,127.43243854352043
97,24.1275,127.55704838013509
98,24.128125,127.52423700565345
99,24.12875,127.59336068067307
100,24.129375,127.89603554325423
101,24.13,128.75501125640776
102,24.130625,129.26591219924006
103,24.13125,129.51923178384848
104,24.131875,129.7907325896419
105,24.1325,130.05673277242008
106,24.133125,130.18405044662205
107,24.13375,130.04581055829544
108,24.134375,129.7907325896419
109,24.135,129.39054958374027
110,24.135625,128.87464482803193
111,24.13625,128.6176189290578
112,24.136875,128.30948336218472
113,24.1375,128.00039270130316
114,24.138125,127.75135558834377
115,24.13875,127.92049793217187
116,24.139375,128.1546145605267
117,24.14,128.39250721775488
118,24.140625,128.58212016665394
119,24.14125,128.72325294081514
120,24.141875,128.89026412668085
121,24.1425,129.19086516560827
122,24.143125,129.40820981951862
123,24.14375,129.55688952677517
124,24.144375,129.63744820621326
125,24.145,129.79916958849668
126,24.145625,130.02940144200824
127,24.14625,130.22429402272775
128,24.146875,130.1409174485465
129,24.1475,130.14632080152828
130,24.148125,130.16790066266105
131,24.14875,130.1759793080781
132,24.149375,130.34655764588746
133,24.15,130.37291048660623
134,24.150625,130.29892010616007
135,24.15125,130.2616872093029
136,24.151875,130.4044287176392
137,24.1525,130.5783340055531
138,24.153125,130.70841436112346
139,24.15375,130.79657116755797
140,24.154375,130.90861658930703
141,24.155,131.0436267767867
142,24.155625,131.19095111160868
143,24.15625,131.20291679698096
144,24.156875,131.1837637800955
145,24.1575,131.2172538945493
146,24.158125,131.1236369330582
147,24.15875,131.1236369330582
148,24.159375,131.21486602109425
149,24.16,131.15735923136046
150,24.160625,131.01434846938565
151,24.16125,130.8515295252106
152,24.161875,130.74126285563236
153,24.1625,130.62191093740057
154,24.163125,130.51385049010022
155,24.16375,130.4201450481721
156,24.164375,130.19480031140765
157,24.165,129.97998727160305
158,24.165625,129.79916958849668
159,24.16625,129.70306699807304
160,24.166875,129.61450757976974
161,24.1675,129.4492779321398
162,24.168125,129.17879723780652
163,24.16875,129.10907937557258
164,24.169375,128.94626217647135
165,24.17,128.7327926338532
166,24.170625,128.55945427216417
167,24.17125,128.3361374364589
168,24.171875,128.1376134009825
169,24.1725,128.01075978783894
170,24.173125,128.0073054669988
171,24.17375,127.91351570539872
172,24.174375,127.76557726919279
173,24.175,127.7156991768667
174,24.175625,127.69423485876565
175,24.17625,127.67989578883466
176,24.176875,127.65474531522662
177,24.1775,127.67630731960863
178,24.178125,127.79040931692755
179,24.17875,127.94837084702695
180,24.179375,127.87852013171674
181,24.18,127.76202403141033
182,24.180625,127.68348277614066
183,24.18125,127.73354567921675
184,24.181875,127.76912905400535
185,24.1825,127.79040931692755
186,24.183125,127.76557726919279
187,24.18375,127.45824005940213
188,24.184375,127.36201703418702
189,24.185,127.34711842052037
190,24.185625,127.26095189042186
191,24.18625,126.98943598428771
192,24.186875,126.7411945264105
193,24.1875,126.56351322876645
194,24.188125,126.33617504106044
195,24.18875,125.99450307951274
196,24.189375,125.61611856787334
197,24.19,125.38091419315245
198,24.190625,125.31050670438148
199,24.19125,125.11027425639068
200,24.191875,124.65484125441475
201,24.1925,124.35494146525586
202,24.193125,123.98412958323317
203,24.19375,123.60825265676647
204,24.194375,123.51023626726897
205,24.195,123.05799192787495
206,24.195625,122.64519379062091
207,24.19625,122.49008449668565
208,24.196875,122.02118709816232
209,24.1975,121.54735810568313
210,24.198125,121.03847832092214
211,24.19875,120.32394707024878
212,24.199375,119.912703891951
213,24.2,119.50863617018526
214,24.200625,118.8599918673208
215,24.20125,118.67986327662484
216,24.201875,118.21248809778403
217,24.2025,117.40807810558054
218,24.203125,116.8271894090971
219,24.20375,116.7138114298485
220,24.204375,116.66294223825571
221,24.205,116.25826713285711
222,24.205625,116.08278864670702
223,24.20625,116.0143415656477
224,24.206875,115.95919287474393
225,24.2075,115.17823784795948
226,24.208125,114.35341006004523
227,24.20875,113.9620109124678
228,24.209375,114.96376054012401
229,24.21,115.02558207966685
230,24.210625,114.91710390347458
231,24.21125,114.80725378988488
232,24.211875,114.41971488307479
233,24.2125,114.45267845067625
234,24.213125,114.48551739201578
235,24.21375,113.60671026829127
236,24.214375,112.78972978537172
237,24.215,111.88785100750854
238,24.215625,110.75638190146549
239,24.21625,109.77101433000888
240,24.216875,108.81818164130436
241,24.2175,107.95880017344075
242,24.218125,107.23455672035186
243,24.21875,103.34634669496353
244,24.219375,98.38156184752148
245,24.22,98.68996902487135
246,24.220625,87.95880017344075
247,24.22125,
248,24.221875,
249,24.2225,
250,24.223125,
251,24.22375,
252,24.224375,
253,24.225,
254,24.225625,
255,24.22625,
256,24.226875,93.06425027550688
257,24.2275,103.04576688766113
258,24.228125,107.42135724543472
259,24.22875,109.12732066258086
260,24.229375,110.15711743391662
261,24.23,110.78152197585553
262,24.230625,111.07766053287749
263,24.23125,110.65508757984995
264,24.231875,111.82129214052999
265,24.2325,113.27401850779296
266,24.233125,113.7861771824724
267,24.23375,114.63177530373478
268,24.234375,115.32825694224799
269,24.235,115.81976950177632
270,24.235625,115.66377382150515
271,24.23625,115.93148666420859
272,24.236875,116.56030128447954
273,24.2375,117.54742691739548
274,24.238125,118.32907897099851
275,24.23875,118.94867443774102
276,24.239375,119.43479181775557
277,24.24,119.48101805585753
278,24.240625,119.80677709575203
279,24.24125,120.42378598139877
280,24.241875,121.40814643480239
281,24.2425,121.83333915191369
282,24.243125,122.03494147892732
283,24.24375,122.13061707644762
284,24.244375,122.86029600508189
285,24.245,123.35225345455059
286,24.245625,123.62543543118923
287,24.24625,123.83460786725713
288,24.246875,124.15807060772103
289,24.2475,124.4699188192479
290,24.248125,124.66500019082201
291,24.24875,124.96927435102064
292,24.249375,125.17274565448153
293,24.25,125.25376688603393
294,24.250625,125.3668782790213
295,24.25125,125.6795856847696
296,24.251875,125.9639573421963
297,24.2525,125.9639573421963
298,24.253125,126.08981055546975
299,24.25375,126.34036202096223
300,24.254375,126.68102880693783
301,24.255,126.54309024818863
302,24.255625,126.70514512869063
303,24.25625,126.95440434068077
304,24.256875,126.95440434068077
305,24.2575,127.06293092427958
306,24.258125,127.16631280164391
307,24.25875,127.23077942538558
308,24.259375,127.39544577193925
309,24.26,127.43243854352043
310,24.260625,127.4508760151814
311,24.26125,127.75846933946873
312,24.261875,128.0073054669988
313,24.2625,128.15801080285271
314,24.263125,128.17158250817334
315,24.26375,128.31615455271086
316,24.264375,128.50416102277313
317,24.265,128.73597020463606
318,24.265625,129.02036904310916
319,24.26625,129.31360423196557
320,24.266875,129.5511066439796
321,24.2675,129.67744908445349
322,24.268125,129.85520778053677
323,24.26875,130.01021821052674
324,24.269375,130.15172079526022
325,24.27,130.39655987551438
326,24.270625,130.59117346042325
327,24.27125,130.77901124028722
328,24.271875,130.99967222319378
329,24.2725,131.0970486874411
330,24.273125,131.17417141066332
331,24.27375,131.26724818973216
332,24.274375,131.60937567902005
333,24.275,131.80568807436322
334,24.275625,131.94073329955307
335,24.27625,132.08884132521445
336,24.276875,132.17265978980072
337,24.2775,132.30426669602718
338,24.278125,132.51036457943275
339,24.27875,132.71771370562544
340,24.279375,132.84533237805346
341,24.28,132.90451423070832
342,24.280625,132.89074115556815
343,24.28125,132.9652481149609
344,24.281875,133.08160470613143
345,24.2825,133.23057480263967
346,24.283125,133.2627062991551
347,24.28375,133.30223474150102
348,24.284375,133.32286854583117
349,24.285,133.2343611538932
350,24.285625,133.3453223876455
351,24.28625,133.40491706148248
352,24.286875,133.26459269065734
